id,regionname,countryname,prodline,lendinginstr,lendinginstrtype,envassesmentcategorycode,supplementprojectflg,productlinetype,projectstatusdisplay,sector1
P006161,Latin America and Caribbean,Plurinational State of Bolivia;Plurinational State of Bolivia,PE,Specific Investment Loan,IN,C,N,L,Closed,Renewable Energy Biomass!$!86!$!LB
P006167,Latin America and Caribbean,Plurinational State of Bolivia;Plurinational State of Bolivia,PE,Specific Investment Loan,IN,C,N,L,Closed,Roads and highways!$!56!$!TA
P006650,Latin America and Caribbean,Republic of Chile;Republic of Chile,PE,Financial Intermediary Loan,IN,0,N,L,Closed,(Historic)Other finance!$!100!$!FY
P008460,Europe and Central Asia,Hungary;Hungary,PE,Specific Investment Loan,IN,C,N,L,Closed,Oil and Gas!$!100!$!LC
P009030,Europe and Central Asia,Republic of Turkey;Republic of Turkey,PE,Specific Investment Loan,IN,C,N,L,Closed,Health!$!100!$!HG
P002640,Africa,Republic of the Sudan;Republic of the Sudan,PE,Emergency Recovery Loan,IN,0,N,L,Closed,(Historic)Other agriculture!$!100!$!AY
P004386,East Asia and Pacific,The Independent State of Papua New Guine;The Independent State of Papua New Guine,PE,Specific Investment Loan,IN,C,N,L,Closed,Central Government (Central Agencies)!$!100!$!BC
P004517,East Asia and Pacific,Republic of the Philippines;Republic of the Philippines,PE,Sector Adjustment Loan,AD,C,N,L,Closed,(Historic)Financial adjustment!$!100!$!FF
P007099,Latin America and Caribbean,Republic of Ecuador;Republic of Ecuador,PE,Specific Investment Loan,IN,C,N,L,Closed,(Historic)Telecommunications and informatics!$!100!$!CC
P009898,South Asia,Republic of India;Republic of India,PE,Specific Investment Loan,IN,C,N,L,Closed,Irrigation and Drainage!$!90!$!AI
P003483,East Asia and Pacific,People's Republic of China;People's Republic of China,PE,Sector Investment and Maintenance Loan,IN,C,N,L,Closed,Health!$!100!$!HG
P005473,Middle East and North Africa,Kingdom of Morocco;Kingdom of Morocco,PE,Specific Investment Loan,IN,C,N,L,Closed,Central Government (Central Agencies)!$!100!$!BC
P000787,Africa,Gabonese Republic;Gabonese Republic,PE,Specific Investment Loan,IN,C,N,L,Closed,(Historic)Highways!$!100!$!TH
P007659,Latin America and Caribbean,United Mexican States;United Mexican States,PE,Financial Intermediary Loan,IN,C,N,L,Closed,Other industry!$!100!$!YW
P009986,South Asia,Republic of India;Republic of India,PE,Specific Investment Loan,IN,C,N,L,Closed,(Historic)Oil and gas adjustment!$!100!$!GG
P009990,South Asia,Republic of India;Republic of India,PE,Specific Investment Loan,IN,C,N,L,Closed,Workforce Development and Vocational Education!$!100!$!EW
P000505,Africa,Republic of Chad;Republic of Chad,PE,Specific Investment Loan,IN,C,N,L,Closed,(Historic)Transportation adjustment!$!100!$!TT
P003874,East Asia and Pacific,Republic of Indonesia;Republic of Indonesia,PE,Specific Investment Loan,IN,C,N,L,Closed,Health!$!100!$!JA
P003926,East Asia and Pacific,Republic of Indonesia;Republic of Indonesia,PE,Financial Intermediary Loan,IN,C,N,L,Closed,Other industry!$!95!$!YW
P003947,East Asia and Pacific,Republic of Indonesia;Republic of Indonesia,PE,Specific Investment Loan,IN,C,N,L,Closed,(Historic)Small scale enterprise!$!100!$!IL
P004303,East Asia and Pacific,Malaysia;Malaysia,PE,Specific Investment Loan,IN,C,N,L,Closed,(Historic)Agriculture adjustment!$!100!$!AA
P004537,East Asia and Pacific,Republic of the Philippines;Republic of the Philippines,PE,Financial Intermediary Loan,IN,C,N,L,Closed,(Historic)Small scale enterprise!$!100!$!IL
P006414,Latin America and Caribbean,Federative Republic of Brazil;Federative Republic of Brazil,PE,Specific Investment Loan,IN,C,N,L,Closed,Oil and Gas!$!100!$!LC
P002964,Africa,Republic of Uganda;Republic of Uganda,PE,Structural Adjustment Loan,AD,0,Y,L,Closed,(Historic)Economic management!$!100!$!ME
P000888,Africa,Republic of Ghana;Republic of Ghana,PE,Structural Adjustment Loan,AD,0,N,L,Closed,(Historic)Economic management!$!100!$!ME
P003477,East Asia and Pacific,People's Republic of China;People's Republic of China,PE,Specific Investment Loan,IN,C,N,L,Closed,(Historic)Education adjustment!$!100!$!EE
P004153,East Asia and Pacific,Republic of Korea;Republic of Korea,PE,Specific Investment Loan,IN,0,N,L,Closed,Vocational training!$!100!$!EV
P005468,Middle East and North Africa,Kingdom of Morocco;Kingdom of Morocco,PE,Specific Investment Loan,IN,C,N,L,Closed,Agricultural Extension; Research; and Other Support Activities!$!100!$!AB
P000718,Africa,Federal Democratic Republic of Ethiopia;Federal Democratic Republic of Ethiopia,PE,Specific Investment Loan,IN,C,N,L,Closed,(Historic)Other transportation!$!100!$!TY
P004185,East Asia and Pacific,Lao People's Democratic Republic;Lao People's Democratic Republic,PE,Specific Investment Loan,IN,C,N,L,Closed,Tertiary Education!$!100!$!ET
P008677,Europe and Central Asia,Portuguese Republic;Portuguese Republic,PE,Specific Investment Loan,IN,C,N,L,Closed,Other Agriculture; Fishing and Forestry!$!17!$!AZ
P009511,South Asia,People's Republic of Bangladesh;People's Republic of Bangladesh,PE,Sector Adjustment Loan,AD,0,N,L,Closed,(Historic)Electric power and other energy adjustment!$!100!$!PP
P009521,South Asia,People's Republic of Bangladesh;People's Republic of Bangladesh,PE,Financial Intermediary Loan,IN,C,N,L,Closed,(Historic)Other industry!$!100!$!IY
P010328,South Asia,Islamic Republic of Pakistan;Islamic Republic of Pakistan,PE,Specific Investment Loan,IN,C,N,L,Closed,Irrigation and Drainage!$!100!$!AI
P010329,South Asia,Islamic Republic of Pakistan;Islamic Republic of Pakistan,PE,Specific Investment Loan,IN,0,N,L,Closed,Irrigation and Drainage!$!100!$!AI
P001723,Africa,Republic of Mali;Republic of Mali,PE,Sector Investment and Maintenance Loan,IN,C,N,L,Closed,Power!$!100!$!LD
P002091,Africa,Federal Republic of Nigeria;Federal Republic of Nigeria,PE,Specific Investment Loan,IN,C,N,L,Closed,Health!$!100!$!HG
P007025,Latin America and Caribbean,Dominican Republic;Dominican Republic,PE,Financial Intermediary Loan,IN,C,N,L,Closed,Other Water Supply; Sanitation and Waste Management!$!10!$!WZ
P008449,Europe and Central Asia,Hungary;Hungary,PE,Specific Investment Loan,IN,C,N,L,Closed,(Historic)Highways!$!100!$!TH
P000905,Africa,Republic of Ghana;Republic of Ghana,PE,Financial Intermediary Loan,IN,C,N,L,Closed,Other Industry; Trade and Services!$!88!$!YZ
P001071,Africa,Republic of Guinea;Republic of Guinea,PE,Technical Assistance Loan,IN,C,N,L,Closed,Central Government (Central Agencies)!$!28!$!BC
P003551,East Asia and Pacific,People's Republic of China;People's Republic of China,PE,Specific Investment Loan,IN,C,N,L,Closed,Irrigation and Drainage!$!52!$!AI
P003934,East Asia and Pacific,Republic of Indonesia;Republic of Indonesia,PE,Specific Investment Loan,IN,C,N,L,Closed,Agricultural Extension; Research; and Other Support Activities!$!90!$!AB
P006626,Latin America and Caribbean,Republic of Chile;Republic of Chile,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Urban housing!$!100!$!UH
P010327,South Asia,Islamic Republic of Pakistan;Islamic Republic of Pakistan,PE,Sector Adjustment Loan,AD,0,N,L,Closed,(Historic)Financial adjustment!$!100!$!FF
P002327,Africa,Republic of Senegal;Republic of Senegal,PE,Specific Investment Loan,IN,C,N,L,Closed,Central Government (Central Agencies)!$!46!$!BC
P002772,Africa,United Republic of Tanzania;United Republic of Tanzania,PE,Specific Investment Loan,IN,C,N,L,Closed,Agricultural Extension; Research; and Other Support Activities!$!10!$!AB
P002861,Africa,Republic of Togo;Republic of Togo,PE,Technical Assistance Loan,IN,C,N,L,Closed,Other social services!$!90!$!JB
P004763,East Asia and Pacific,Kingdom of Thailand;Kingdom of Thailand,PE,Specific Investment Loan,IN,C,N,L,Closed,(Historic)Thermal!$!100!$!PT
P006644,Latin America and Caribbean,Republic of Chile;Republic of Chile,PE,Specific Investment Loan,IN,C,N,L,Closed,Other Transportation!$!18!$!TZ
P001635,Africa,Republic of Malawi;Republic of Malawi,PE,Sector Investment and Maintenance Loan,IN,C,N,L,Closed,Power!$!79!$!LD
P001787,Africa,Republic of Mozambique;Republic of Mozambique,PE,Specific Investment Loan,IN,C,N,L,Closed,Health!$!74!$!JA
P002920,Africa,Republic of Uganda;Republic of Uganda,PE,Specific Investment Loan,IN,C,N,L,Closed,Telecommunications!$!88!$!CT
P005480,Middle East and North Africa,Kingdom of Morocco;Kingdom of Morocco,PE,Specific Investment Loan,IN,C,N,L,Closed,Central Government (Central Agencies)!$!3!$!BC
P006809,Latin America and Caribbean,Republic of Colombia;Republic of Colombia,PE,Financial Intermediary Loan,IN,C,N,L,Closed,(Historic)Financial sector development!$!100!$!FS
P010326,South Asia,Nepal;Nepal,PE,Specific Investment Loan,IN,C,N,L,Closed,Other Water Supply; Sanitation and Waste Management!$!33!$!WZ
P000935,Africa,Republic of Ghana;Republic of Ghana,PE,Sector Adjustment Loan,AD,C,Y,L,Closed,Banking Institutions!$!75!$!FA
P001351,Africa,Republic of Kenya;Republic of Kenya,PE,Sector Adjustment Loan,AD,C,Y,L,Closed,Other Industry; Trade and Services!$!91!$!YZ
P001557,Africa,Republic of Madagascar;Republic of Madagascar,PE,Sector Adjustment Loan,AD,C,N,L,Closed,Central Government (Central Agencies)!$!46!$!BC
P001663,Africa,Republic of Malawi;Republic of Malawi,PE,Sector Adjustment Loan,AD,0,Y,L,Closed,(Historic)Economic management!$!100!$!ME
P002361,Africa,Republic of Senegal;Republic of Senegal,PE,Structural Adjustment Loan,AD,U,Y,L,Closed,Other Industry; Trade and Services!$!43!$!YZ
P002794,Africa,United Republic of Tanzania;United Republic of Tanzania,PE,Sector Adjustment Loan,AD,C,Y,L,Closed,Other Industry; Trade and Services!$!59!$!YZ
P002881,Africa,Republic of Togo;Republic of Togo,PE,Structural Adjustment Loan,AD,U,Y,L,Closed,Other Industry; Trade and Services!$!57!$!YZ
P002965,Africa,Republic of Uganda;Republic of Uganda,PE,Structural Adjustment Loan,AD,U,Y,L,Closed,Other Industry; Trade and Services!$!29!$!YZ
P006183,Latin America and Caribbean,Plurinational State of Bolivia;Plurinational State of Bolivia,PE,Sector Adjustment Loan,AD,0,Y,L,Closed,(Historic)Other finance!$!100!$!FY
P009543,South Asia,People's Republic of Bangladesh;People's Republic of Bangladesh,PE,Sector Adjustment Loan,AD,0,Y,L,Closed,(Historic)Trade policy reform!$!100!$!MT
P009869,South Asia,Republic of India;Republic of India,PE,Specific Investment Loan,IN,C,N,L,Closed,Power!$!95!$!LD
P010325,South Asia,Islamic Republic of Pakistan;Islamic Republic of Pakistan,PE,Specific Investment Loan,IN,C,N,L,Closed,Water Supply!$!32!$!WC
P001044,Africa,Republic of Guinea;Republic of Guinea,PE,Specific Investment Loan,IN,C,N,L,Closed,Water Supply!$!98!$!WC
P002961,Africa,Republic of Uganda;Republic of Uganda,PE,Specific Investment Loan,IN,0,N,L,Closed,Railways!$!100!$!TW
P003464,East Asia and Pacific,People's Republic of China;People's Republic of China,PE,Financial Intermediary Loan,IN,C,N,L,Closed,Other industry!$!99!$!YW
P005729,Middle East and North Africa,Republic of Tunisia;Republic of Tunisia,PE,Technical Assistance Loan,IN,C,N,L,Closed,(Historic)Oil and gas exploration and development!$!100!$!GI
P003485,East Asia and Pacific,People's Republic of China;People's Republic of China,PE,Specific Investment Loan,IN,C,N,L,Closed,Roads and highways!$!96!$!TA
P008143,Latin America and Caribbean,Oriental Republic of Uruguay;Oriental Republic of Uruguay,PE,Specific Investment Loan,IN,C,N,L,Closed,Roads and highways!$!72!$!TA
P008475,Europe and Central Asia,Hungary;Hungary,PE,Specific Investment Loan,IN,C,N,L,Closed,Trade!$!98!$!YY
P004951,Middle East and North Africa,People's Democratic Republic of Algeria;People's Democratic Republic of Algeria,PE,Sector Investment and Maintenance Loan,IN,0,N,L,Closed,(Historic)Other agriculture!$!100!$!AY
P005820,Middle East and North Africa,Republic of Yemen;Republic of Yemen,PE,Specific Investment Loan,IN,C,N,L,Closed,Sub-National Government!$!41!$!BH
P006448,Latin America and Caribbean,Federative Republic of Brazil;Federative Republic of Brazil,PE,Specific Investment Loan,IN,D,N,L,Closed,Agricultural Extension; Research; and Other Support Activities!$!42!$!AB
P010324,South Asia,Islamic Republic of Pakistan;Islamic Republic of Pakistan,PE,Sector Investment and Maintenance Loan,IN,C,N,L,Closed,Other Industry; Trade and Services!$!99!$!YZ
P004335,South Asia,Republic of Maldives;Republic of Maldives,PE,Specific Investment Loan,IN,C,N,L,Closed,Tertiary Education!$!50!$!ET
P008076,Latin America and Caribbean,St. Vincent and the Grenadines;St. Vincent and the Grenadines,PE,Specific Investment Loan,IN,C,N,L,Closed,Roads and highways!$!55!$!TA
P006013,Latin America and Caribbean,Argentine Republic;Argentine Republic,PE,Technical Assistance Loan,IN,C,N,L,Closed,(Historic)Public sector management adjustment!$!100!$!BB
P000285,Africa,Burkina Faso;Burkina Faso,PE,Specific Investment Loan,IN,C,N,L,Closed,Agricultural Extension; Research; and Other Support Activities!$!65!$!AB
P000380,Africa,Republic of Cameroon;Republic of Cameroon,PE,Specific Investment Loan,IN,C,N,L,Closed,Central Government (Central Agencies)!$!36!$!BC
P000457,Africa,Central African Republic;Central African Republic,PE,Sector Investment and Maintenance Loan,IN,C,N,L,Closed,Power!$!66!$!LD
P000819,Africa,Republic of The Gambia;Republic of The Gambia,PE,Financial Intermediary Loan,IN,C,N,L,Closed,Other Industry; Trade and Services!$!14!$!YZ
P000900,Africa,Republic of Ghana;Republic of Ghana,PE,Specific Investment Loan,IN,C,N,L,Closed,Central Government (Central Agencies)!$!39!$!BC
P001314,Africa,Republic of Kenya;Republic of Kenya,PE,Specific Investment Loan,IN,C,N,L,Closed,Renewable energy!$!70!$!LE
P001317,Africa,Republic of Kenya;Republic of Kenya,PE,Financial Intermediary Loan,IN,C,N,L,Closed,(Historic)Agriculture adjustment!$!100!$!AA
P002102,Africa,Federal Republic of Nigeria;Federal Republic of Nigeria,PE,Sector Adjustment Loan,AD,0,N,L,Closed,(Historic)Industrial adjustment!$!100!$!II
P006170,Latin America and Caribbean,Plurinational State of Bolivia;Plurinational State of Bolivia,PE,Technical Assistance Loan,IN,C,N,L,Closed,(Historic)Public sector management adjustment!$!100!$!BB
P006370,Latin America and Caribbean,Federative Republic of Brazil;Federative Republic of Brazil,PE,Specific Investment Loan,IN,C,N,L,Closed,Irrigation and Drainage!$!56!$!AI
P007477,Latin America and Caribbean,Jamaica;Jamaica,PE,Emergency Recovery Loan,IN,0,N,L,Closed,(Historic)Non-sector specific!$!100!$!MY
P006842,Latin America and Caribbean,Republic of Colombia;Republic of Colombia,PE,Specific Investment Loan,IN,C,N,L,Closed,Primary Education!$!89!$!EP
P000466,Africa,Central African Republic;Central African Republic,PE,Technical Assistance Loan,IN,C,N,L,Closed,Central Government (Central Agencies)!$!100!$!BC
P002749,Africa,United Republic of Tanzania;United Republic of Tanzania,PE,Specific Investment Loan,IN,C,N,L,Closed,Central Government (Central Agencies)!$!100!$!BC
P002750,Africa,United Republic of Tanzania;United Republic of Tanzania,PE,Sector Adjustment Loan,AD,0,N,L,Closed,(Historic)Industrial adjustment!$!100!$!II
P003515,East Asia and Pacific,People's Republic of China;People's Republic of China,PE,Specific Investment Loan,IN,C,N,L,Closed,Ports/Waterways!$!100!$!TP
P003542,East Asia and Pacific,People's Republic of China;People's Republic of China,PE,Specific Investment Loan,IN,C,N,L,Closed,Ports/Waterways!$!100!$!TP
P004782,East Asia and Pacific,Kingdom of Thailand;Kingdom of Thailand,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Highways!$!100!$!TH
P004916,Middle East and North Africa,People's Democratic Republic of Algeria;People's Democratic Republic of Algeria,PE,Financial Intermediary Loan,IN,0,N,L,Closed,(Historic)Agricultural credit!$!100!$!AC
P005880,Middle East and North Africa,Republic of Yemen;Republic of Yemen,PE,Sector Investment and Maintenance Loan,IN,C,N,L,Closed,Health!$!100!$!JA
P006927,Latin America and Caribbean,Republic of Costa Rica;Republic of Costa Rica,PE,Structural Adjustment Loan,AD,C,N,L,Closed,(Historic)Economic management!$!100!$!ME
P006070,Latin America and Caribbean,Commonwealth of The Bahamas;Commonwealth of The Bahamas,PE,Specific Investment Loan,IN,C,N,L,Closed,Vocational training!$!100!$!EV
P000205,Africa,Republic of Burundi;Republic of Burundi,PE,Specific Investment Loan,IN,C,N,L,Closed,Roads and highways!$!22!$!TA
P001544,Africa,Republic of Madagascar;Republic of Madagascar,PE,Technical Assistance Loan,IN,C,N,L,Closed,Health!$!18!$!JA
P007199,Latin America and Caribbean,Republic of Guatemala;Republic of Guatemala,PE,Specific Investment Loan,IN,C,N,L,Closed,Primary Education!$!69!$!EP
P007205,Latin America and Caribbean,Republic of Guatemala;Republic of Guatemala,PE,Specific Investment Loan,IN,C,N,L,Closed,Roads and highways!$!96!$!TA
P001650,Africa,Republic of Malawi;Republic of Malawi,PE,Sector Investment and Maintenance Loan,IN,C,N,L,Closed,Banking Institutions!$!60!$!FA
P005472,Middle East and North Africa,Kingdom of Morocco;Kingdom of Morocco,PE,Structural Adjustment Loan,AD,0,N,L,Closed,(Historic)Economic management!$!100!$!ME
P002931,Africa,Republic of Uganda;Republic of Uganda,PE,Specific Investment Loan,IN,C,N,L,Closed,(Historic)Other education!$!100!$!EY
P003909,East Asia and Pacific,Republic of Indonesia;Republic of Indonesia,PE,Specific Investment Loan,IN,C,N,L,Closed,Agro-industry!$!71!$!YB
P004814,East Asia and Pacific,Republic of Vanuatu;Republic of Vanuatu,PE,Specific Investment Loan,IN,C,N,L,Closed,Secondary Education!$!56!$!ES
P000087,Africa,Republic of Benin;Republic of Benin,PE,Sector Investment and Maintenance Loan,IN,C,N,L,Closed,(Historic)Telecommunications and informatics!$!100!$!CC
P001058,Africa,Republic of Guinea;Republic of Guinea,PE,Technical Assistance Loan,IN,C,N,L,Closed,(Historic)Public sector management adjustment!$!100!$!BB
